,Element,Wavelength,n,k,Source
1971,BK7_2,19.92,1.5475,0.8098,
1972,BK7_2,20.0,1.5659,0.8311,
1973,BK7_2,20.08,1.5793,0.8511,
1974,BK7_2,20.161,1.6032,0.8708,
1975,BK7_2,20.243,1.6285,0.8907,
1976,BK7_2,20.325,1.6581,0.9093,
1977,BK7_2,20.408,1.674,0.9241,
1978,BK7_2,20.492,1.6878,0.9344,
1979,BK7_2,20.576,1.7143,0.9421,
1980,BK7_2,20.661,1.7438,0.9482,
1981,BK7_2,20.747,1.7725,0.9529,
1982,BK7_2,20.833,1.8013,0.9563,
1983,BK7_2,20.921,1.83,0.9585,
1984,BK7_2,21.008,1.853,0.9592,
1985,BK7_2,21.097,1.8823,0.9583,
1986,BK7_2,21.186,1.9098,0.9556,
1987,BK7_2,21.277,1.9434,0.9511,
1988,BK7_2,21.368,1.9723,0.9452,
1989,BK7_2,21.459,2.0278,0.9378,
1990,BK7_2,21.552,2.0545,0.9293,
1991,BK7_2,21.645,2.0794,0.9194,
1992,BK7_2,21.739,2.0935,0.9082,
1993,BK7_2,21.834,2.1079,0.8925,
1994,BK7_2,21.93,2.1384,0.8727,
1995,BK7_2,22.026,2.159,0.8537,
1996,BK7_2,22.124,2.1726,0.8347,
1997,BK7_2,22.222,2.1898,0.815,
1998,BK7_2,22.321,2.2291,0.7944,
1999,BK7_2,22.422,2.2409,0.7729,
2000,BK7_2,22.523,2.2478,0.7505,
2001,BK7_2,22.624,2.255,0.7274,
2002,BK7_2,22.727,2.2672,0.7038,
2003,BK7_2,22.831,2.2832,0.6799,
2004,BK7_2,22.936,2.2912,0.6563,
2005,BK7_2,23.041,2.296,0.6335,
2006,BK7_2,23.148,2.2996,0.6121,
2007,BK7_2,23.256,2.3025,0.5919,
2008,BK7_2,23.364,2.305,0.5727,
2009,BK7_2,23.474,2.3069,0.5542,
2010,BK7_2,23.585,2.3081,0.5361,
2011,BK7_2,23.697,2.3084,0.5183,
2012,BK7_2,23.81,2.3081,0.5011,
2013,BK7_2,23.923,2.3072,0.4847,
2014,BK7_2,24.038,2.3059,0.4693,
2015,BK7_2,24.155,2.3043,0.4548,
2016,BK7_2,24.272,2.3025,0.4412,
2017,BK7_2,24.39,2.3004,0.4283,
2018,BK7_2,24.51,2.2981,0.4158,
2019,BK7_2,24.631,2.2957,0.4038,
2020,BK7_2,24.752,2.2932,0.3919,
2021,BK7_2,24.876,2.2908,0.3802,
2022,BK7_2,25.0,2.2884,0.3685,
2023,BK7_2,25.126,2.2857,0.3568,
2024,BK7_2,25.253,2.2825,0.3448,
2025,BK7_2,25.381,2.2781,0.3324,
2026,BK7_2,25.51,2.2722,0.3201,
2027,BK7_2,25.641,2.266,0.3087,
2028,BK7_2,25.773,2.2608,0.2986,
2029,BK7_2,25.907,2.2565,0.2894,
2030,BK7_2,26.042,2.2524,0.2808,
2031,BK7_2,26.178,2.2482,0.2725,
2032,BK7_2,26.316,2.2435,0.2644,
2033,BK7_2,26.455,2.2382,0.2566,
2034,BK7_2,26.596,2.2324,0.2489,
2035,BK7_2,26.738,2.2256,0.2413,
2036,BK7_2,26.882,2.2176,0.2339,
2037,BK7_2,27.027,2.2093,0.2265,
2038,BK7_2,27.174,2.2024,0.2194,
2039,BK7_2,27.322,2.1974,0.2124,
2040,BK7_2,27.473,2.1932,0.2056,
2041,BK7_2,27.624,2.1892,0.1993,
2042,BK7_2,27.778,2.1849,0.1935,
2043,BK7_2,27.933,2.1796,0.1882,
2044,BK7_2,28.09,2.1735,0.1833,
2045,BK7_2,28.249,2.1675,0.1786,
2046,BK7_2,28.409,2.162,0.1742,
2047,BK7_2,28.571,2.1565,0.1699,
2048,BK7_2,28.736,2.1506,0.1658,
2049,BK7_2,28.902,2.1438,0.1619,
2050,BK7_2,29.07,2.1355,0.1582,
2051,BK7_2,29.24,2.1275,0.1547,
2052,BK7_2,29.412,2.1215,0.1514,
2053,BK7_2,29.586,2.1171,0.1484,
2054,BK7_2,29.762,2.1131,0.1456,
2055,BK7_2,29.94,2.109,0.1432,
2056,BK7_2,30.12,2.1041,0.1412,
2057,BK7_2,30.303,2.098,0.1396,
2058,BK7_2,30.488,2.092,0.1384,
2059,BK7_2,30.675,2.0872,0.1377,
2060,BK7_2,30.864,2.0831,0.1374,
2061,BK7_2,31.056,2.079,0.1375,
2062,BK7_2,31.25,2.0745,0.138,
2063,BK7_2,31.447,2.069,0.1387,
2064,BK7_2,31.646,2.0629,0.1397,
2065,BK7_2,31.847,2.0568,0.1409,
2066,BK7_2,32.051,2.0514,0.1422,
2067,BK7_2,32.258,2.0472,0.1436,
2068,BK7_2,32.468,2.0442,0.1449,
2069,BK7_2,32.68,2.0418,0.1462,
2070,BK7_2,32.895,2.0398,0.1472,
2071,BK7_2,33.113,2.0377,0.1481,
2072,BK7_2,33.333,2.0352,0.1486,
2073,Be,0.24797,1.6444,2.9702,
2074,Be,0.25494,1.7278,3.0024,
2075,Be,0.26212,1.8112,3.0308,
2076,Be,0.26949,1.8942,3.0554,
2077,Be,0.27707,1.9763,3.0766,
2078,Be,0.28487,2.0573,3.0944,
2079,Be,0.29288,2.1368,3.1091,
2080,Be,0.30112,2.2147,3.121,
2081,Be,0.3096,2.2907,3.1302,
2082,Be,0.31831,2.3646,3.1372,
2083,Be,0.32726,2.4362,3.142,
2084,Be,0.33647,2.5055,3.145,
2085,Be,0.34594,2.5723,3.1464,
2086,Be,0.35567,2.6366,3.1466,
2087,Be,0.36568,2.6983,3.1456,
2088,Be,0.37596,2.7574,3.1439,
2089,Be,0.38654,2.8139,3.1415,
2090,Be,0.39742,2.8678,3.1388,
2091,Be,0.4086,2.919,3.1358,
2092,Be,0.42009,2.9677,3.1328,
2093,Be,0.43191,3.0138,3.13,
2094,Be,0.44406,3.0574,3.1275,
2095,Be,0.45656,3.0984,3.1255,
2096,Be,0.4694,3.137,3.1241,
2097,Be,0.48261,3.1731,3.1235,
2098,Be,0.49619,3.2068,3.1238,
2099,Be,0.51015,3.2381,3.125,
2100,Be,0.5245,3.267,3.1275,
2101,Be,0.53926,3.2937,3.1312,
2102,Be,0.55443,3.318,3.1362,
2103,Be,0.57003,3.34,3.1427,
2104,Be,0.58606,3.3597,3.1508,
2105,Be,0.60255,3.3772,3.1606,
2106,Be,0.6195,3.3924,3.1723,
2107,Be,0.63693,3.4054,3.1858,
2108,Be,0.65485,3.4161,3.2013,
2109,Be,0.67328,3.4246,3.2191,
2110,Be,0.69222,3.4308,3.239,
2111,Be,0.7117,3.4348,3.2614,
2112,Be,0.73172,3.4366,3.2863,
2113,Be,0.75231,3.436,3.3139,
2114,Be,0.77347,3.4332,3.3443,
2115,Be,0.79523,3.4282,3.3777,
2116,Be,0.81761,3.4209,3.4142,
2117,Be,0.84061,3.4113,3.454,
2118,Be,0.86426,3.3994,3.4973,
2119,Be,0.88857,3.3853,3.5442,
2120,Be,0.91357,3.369,3.5951,
2121,Be,0.93928,3.3505,3.6499,
2122,Be,0.9657,3.3298,3.7091,
2123,Be,0.99287,3.307,3.7728,
2124,Be,1.0208,3.2822,3.8412,
2125,Be,1.0495,3.2554,3.9145,
2126,Be,1.0791,3.2268,3.9931,
2127,Be,1.1094,3.1964,4.077,
2128,Be,1.1406,3.1644,4.1666,
2129,Be,1.1727,3.1309,4.262,
2130,Be,1.2057,3.0961,4.3635,
2131,Be,1.2396,3.0602,4.4712,
2132,Be,1.2745,3.0233,4.5854,
2133,Be,1.3104,2.9856,4.7062,
2134,Be,1.3472,2.9474,4.8338,
2135,Be,1.3851,2.9089,4.9683,
2136,Be,1.4241,2.8702,5.1099,
2137,Be,1.4642,2.8316,5.2586,
2138,Be,1.5054,2.7933,5.4145,
2139,Be,1.5477,2.7555,5.5777,
2140,Be,1.5913,2.7183,5.7482,
2141,Be,1.636,2.682,5.9262,
2142,Be,1.6821,2.6466,6.1116,
2143,Be,1.7294,2.6125,6.3045,
2144,Be,1.778,2.5796,6.5049,
2145,Be,1.8281,2.5481,6.7128,
2146,Be,1.8795,2.518,6.9283,
2147,Be,1.9324,2.4896,7.1515,
2148,Be,1.9867,2.4629,7.3823,
2149,Be,2.0426,2.4379,7.6208,
2150,Be,2.1001,2.4147,7.8671,
2151,Be,2.1592,2.3934,8.1213,
2152,Be,2.2199,2.374,8.3835,
2153,Be,2.2824,2.3565,8.6537,
2154,Be,2.3466,2.341,8.932,
2155,Be,2.4126,2.3276,9.2186,
2156,Be,2.4805,2.3163,9.5136,
2157,Be,2.5503,2.307,9.8172,
2158,Be,2.6221,2.3,10.129,
2159,Be,2.6958,2.2951,10.451,
2160,Be,2.7717,2.2924,10.781,
2161,Be,2.8497,2.2921,11.12,
2162,Be,2.9298,2.294,11.469,
2163,Be,3.0123,2.2984,11.827,
2164,Be,3.097,2.3052,12.195,
2165,Be,3.1841,2.3145,12.573,
2166,Be,3.2737,2.3264,12.962,
2167,Be,3.3658,2.3409,13.361,
2168,Be,3.4605,2.3582,13.77,
2169,Be,3.5579,2.3783,14.191,
2170,Be,3.658,2.4013,14.623,
2171,Be,3.7609,2.4273,15.067,
2172,Be,3.8667,2.4564,15.522,
2173,Be,3.9755,2.4888,15.99,
2174,Be,4.0873,2.5246,16.47,
2175,Be,4.2023,2.5638,16.963,
2176,Be,4.3206,2.6068,17.468,
2177,Be,4.4421,2.6535,17.988,
2178,Be,4.5671,2.7041,18.521,
2179,Be,4.6956,2.7589,19.068,
2180,Be,4.8277,2.8181,19.629,
2181,Be,4.9635,2.8817,20.205,
2182,Be,5.1032,2.9501,20.796,
2183,Be,5.2468,3.0234,21.403,
2184,Be,5.3944,3.1019,22.026,
2185,Be,5.5461,3.1858,22.665,
2186,Be,5.7022,3.2754,23.32,
2187,Be,5.8626,3.371,23.992,
2188,Be,6.0275,3.4728,24.682,
2189,Be,6.1971,3.5811,25.39,
2190,Be,6.3715,3.6963,26.116,
2191,Be,6.5507,3.8187,26.86,
2192,Be,6.735,3.9487,27.624,
2193,Be,6.9245,4.0866,28.406,
2194,Be,7.1193,4.2328,29.209,
2195,Be,7.3196,4.3877,30.032,
2196,Be,7.5256,4.5517,30.876,
2197,Be,7.7373,4.7254,31.74,
2198,Be,7.955,4.9091,32.627,
2199,Be,8.1788,5.1034,33.535,
2200,Be,8.4089,5.3087,34.465,
2201,Be,8.6455,5.5256,35.418,
2202,Be,8.8887,5.7546,36.395,
2203,Be,9.1388,5.9964,37.394,
2204,Be,9.3959,6.2515,38.418,
2205,Be,9.6603,6.5205,39.466,
2206,Be,9.9321,6.8041,40.539,
2207,Be,10.212,7.1029,41.636,
2208,Be,10.499,7.4177,42.759,
2209,Be,10.794,7.7492,43.908,
2210,Be,11.098,8.098,45.083,
2211,Be,11.41,8.4651,46.283,
2212,Be,11.731,8.851,47.511,
2213,Be,12.061,9.2568,48.765,
2214,Be,12.401,9.6831,50.046,
2215,Be,12.749,10.131,51.355,
2216,Be,13.108,10.601,52.69,
2217,Be,13.477,11.094,54.053,
2218,Be,13.856,11.611,55.444,
2219,Be,14.246,12.154,56.862,
2220,Be,14.647,12.722,58.308,
2221,Be,15.059,13.317,59.782,
2222,Be,15.482,13.94,61.283,
2223,Be,15.918,14.592,62.812,
2224,Be,16.366,15.274,64.368,
2225,Be,16.826,15.986,65.952,
2226,Be,17.3,16.73,67.562,
2227,Be,17.786,17.506,69.199,
2228,Be,18.287,18.316,70.863,
2229,Be,18.801,19.161,72.552,
2230,Be,19.33,20.041,74.267,
2231,Be,19.874,20.957,76.007,
2232,Be,20.433,21.91,77.772,
2233,Be,21.008,22.902,79.561,
2234,Be,21.599,23.932,81.373,
2235,Be,22.207,25.001,83.208,
2236,Be,22.832,26.111,85.066,
2237,Be,23.474,27.261,86.944,
2238,Be,24.134,28.454,88.844,
2239,Be,24.813,29.688,90.763,
2240,Be,25.512,30.965,92.701,
2241,Be,26.229,32.284,94.658,
2242,Be,26.967,33.648,96.631,
2243,Be,27.726,35.054,98.622,
2244,Be,28.506,36.505,100.63,
2245,Be,30.133,39.54,104.68,
2246,Be,30.98,41.123,106.73,
2247,Be,31.852,42.751,108.79,
2248,Be,32.748,44.423,110.86,
2249,Be,33.67,46.139,112.94,
2250,Be,34.617,47.899,115.03,
2251,Be,35.591,49.702,117.13,
2252,Be,36.592,51.548,119.24,
2253,Be,37.622,53.437,121.36,
2254,Be,38.68,55.369,123.48,
2255,Be,39.768,57.342,125.61,
2256,Be,40.887,59.356,127.75,
2257,Be,42.038,61.411,129.89,
2258,Be,43.22,63.506,132.04,
2259,Be,44.436,65.641,134.19,
2260,Be,45.686,67.814,136.35,
2261,Be,46.972,70.025,138.51,
2262,Be,48.293,72.273,140.68,
2263,Be,49.652,74.558,142.85,
2264,Be,51.049,76.879,145.03,
2265,Be,52.485,79.235,147.21,
2266,Be,53.962,81.626,149.39,
2267,Be,55.48,84.05,151.59,
2268,Be,57.041,86.508,153.78,
2269,Be,58.646,88.998,155.99,
2270,Be,60.296,91.521,158.2,
2271,Be,61.992,94.075,160.42,
2272,Cu,0.1879,0.94,1.337,
2273,Cu,0.1916,0.95,1.388,
2274,Cu,0.1953,0.97,1.44,
2275,Cu,0.1993,0.98,1.493,
2276,Cu,0.2033,0.99,1.55,
2277,Cu,0.2073,1.01,1.599,
2278,Cu,0.2119,1.04,1.651,
2279,Cu,0.2164,1.08,1.699,
2280,Cu,0.2214,1.13,1.737,
2281,Cu,0.2262,1.18,1.768,
2282,Cu,0.2313,1.23,1.792,
2283,Cu,0.2371,1.28,1.802,
2284,Cu,0.2426,1.34,1.799,
2285,Cu,0.249,1.37,1.783,
2286,Cu,0.2551,1.41,1.741,
2287,Cu,0.2616,1.41,1.691,
2288,Cu,0.2689,1.45,1.668,
2289,Cu,0.2761,1.46,1.646,
2290,Cu,0.2844,1.45,1.633,
2291,Cu,0.2924,1.42,1.633,
2292,Cu,0.3009,1.4,1.679,
2293,Cu,0.3107,1.38,1.729,
2294,Cu,0.3204,1.38,1.783,
2295,Cu,0.3315,1.34,1.821,
2296,Cu,0.3425,1.36,1.864,
2297,Cu,0.3542,1.37,1.916,
2298,Cu,0.3679,1.36,1.975,
2299,Cu,0.3815,1.33,2.045,
2300,Cu,0.3974,1.32,2.116,
2301,Cu,0.4133,1.28,2.207,
2302,Cu,0.4305,1.25,2.305,
2303,Cu,0.4509,1.24,2.397,
2304,Cu,0.4714,1.25,2.483,
2305,Cu,0.4959,1.22,2.564,
2306,Cu,0.5209,1.18,2.608,
2307,Cu,0.5486,1.02,2.577,
2308,Cu,0.5821,0.7,2.704,
2309,Cu,0.6168,0.3,3.205,
2310,Cu,0.6595,0.22,3.747,
2311,Cu,0.7045,0.21,4.205,
2312,Cu,0.756,0.24,4.665,
2313,Cu,0.8211,0.26,5.18,
2314,Cu,0.892,0.3,5.768,
2315,Cu,0.984,0.32,6.421,
2316,Cu,1.088,0.36,7.217,
2317,Cu,1.216,0.48,8.245,
2318,Cu,1.393,0.6,9.439,
2319,Cu,1.61,0.76,11.12,
2320,Cu,1.937,1.09,13.43,
2321,Cu2,0.2066,1.02,1.597,
2322,Cu2,0.2101,1.054,1.656,
2323,Cu2,0.2138,1.09,1.697,
2324,Cu2,0.2175,1.133,1.739,
2325,Cu2,0.2214,1.181,1.77,
2326,Cu2,0.2254,1.228,1.8,
2327,Cu2,0.2296,1.276,1.822,
2328,Cu2,0.2339,1.329,1.843,
2329,Cu2,0.2384,1.388,1.851,
2330,Cu2,0.2431,1.439,1.844,
2331,Cu2,0.248,1.489,1.84,
2332,Cu2,0.253,1.546,1.814,
2333,Cu2,0.2583,1.573,1.77,
2334,Cu2,0.2638,1.58,1.734,
2335,Cu2,0.2695,1.577,1.705,
2336,Cu2,0.2755,1.564,1.678,
2337,Cu2,0.2818,1.54,1.662,
2338,Cu2,0.2883,1.507,1.652,
2339,Cu2,0.2952,1.458,1.66,
2340,Cu2,0.3024,1.422,1.698,
2341,Cu2,0.31,1.404,1.735,
2342,Cu2,0.3179,1.387,1.773,
2343,Cu2,0.3263,1.375,1.814,
2344,Cu2,0.3351,1.377,1.851,
2345,Cu2,0.3444,1.369,1.874,
2346,Cu2,0.3542,1.349,1.905,
2347,Cu2,0.3647,1.324,1.937,
2348,Cu2,0.3757,1.292,1.985,
2349,Cu2,0.3875,1.276,2.037,
2350,Cu2,0.3999,1.239,2.078,
2351,Cu2,0.4133,1.198,2.158,
2352,Cu2,0.4275,1.186,2.238,
2353,Cu2,0.4428,1.168,2.299,
2354,Cu2,0.4592,1.147,2.372,
2355,Cu2,0.4769,1.131,2.445,
2356,Cu2,0.4959,1.121,2.485,
2357,Cu2,0.5166,1.089,2.501,
2358,Cu2,0.5391,0.9717,2.413,
2359,Cu2,0.5636,0.5166,2.41,
2360,Cu2,0.5904,0.1268,2.918,
2361,Cu2,0.6199,0.09461,3.382,
2362,Cu2,0.6525,0.0878,3.759,
2363,Cu2,0.6888,0.07277,4.123,
2364,Cu2,0.7293,0.06434,4.507,
2365,Cu2,0.7749,0.06,4.917,
2366,Cu2,0.8266,0.06248,5.361,
2367,Cu2,0.8856,0.06666,5.85,
2368,Cu2,0.9537,0.07343,6.4,
2369,Cu2,1.033,0.08395,7.028,
2370,Cu2,1.127,0.09798,7.757,
2371,Cu2,1.24,0.1189,8.619,
2372,Cu2,1.305,0.1317,9.114,
2373,Cu2,1.378,0.1465,9.66,
2374,Cu2,1.459,0.1646,10.27,
2375,Cu2,1.55,0.1863,10.95,
2376,Cu2,1.653,0.2125,11.72,
2377,Cu2,1.771,0.2439,12.59,
2378,Cu2,1.907,0.2836,13.59,
2379,Cu2,2.066,0.3333,14.76,
2380,Cu2,2.254,0.3975,16.14,
2381,Cu2,2.48,0.4814,17.78,
2382,Cu2,2.755,0.5934,19.78,
2383,Cu2,3.1,0.7493,22.28,
2384,Cu2,3.542,0.9782,25.48,
2385,Cu2,4.133,1.334,29.73,
2386,Cu2,4.959,1.924,35.62,
2387,Cu2,6.199,2.973,44.34,
2388,Cu2,8.266,5.134,58.62,
2389,Cu2,12.4,11.18,85.47,
2390,Cu2O,2.5,2.262,0.025,
2391,Cu2O,2.5063,2.267,0.026,
2392,Cu2O,2.5126,2.268,0.026,
2393,Cu2O,2.5189,2.268,0.026,
2394,Cu2O,2.5253,2.268,0.027,
2395,Cu2O,2.5316,2.268,0.027,
2396,Cu2O,2.5381,2.269,0.028,
2397,Cu2O,2.5445,2.27,0.028,
2398,Cu2O,2.551,2.27,0.028,
2399,Cu2O,2.5575,2.27,0.029,
2400,Cu2O,2.5641,2.27,0.029,
2401,Cu2O,2.5707,2.271,0.029,
2402,Cu2O,2.5773,2.271,0.029,
2403,Cu2O,2.584,2.272,0.029,
2404,Cu2O,2.5907,2.272,0.03,
2405,Cu2O,2.5974,2.272,0.03,
2406,Cu2O,2.6042,2.273,0.031,
2407,Cu2O,2.611,2.273,0.031,
2408,Cu2O,2.6178,2.274,0.031,
2409,Cu2O,2.6247,2.274,0.03,
2410,Cu2O,2.6316,2.274,0.031,
2411,Cu2O,2.6385,2.274,0.031,
2412,Cu2O,2.6455,2.274,0.031,
2413,Cu2O,2.6525,2.274,0.031,
2414,Cu2O,2.6596,2.274,0.032,
2415,Cu2O,2.6667,2.275,0.033,
2416,Cu2O,2.6738,2.276,0.033,
2417,Cu2O,2.681,2.277,0.033,
2418,Cu2O,2.6882,2.277,0.032,
2419,Cu2O,2.6954,2.277,0.032,
2420,Cu2O,2.7027,2.277,0.032,
2421,Cu2O,2.71,2.277,0.033,
2422,Cu2O,2.7174,2.277,0.033,
2423,Cu2O,2.7248,2.278,0.033,
2424,Cu2O,2.7322,2.278,0.032,
2425,Cu2O,2.7397,2.278,0.033,
2426,Cu2O,2.7473,2.278,0.033,
2427,Cu2O,2.7548,2.278,0.032,
2428,Cu2O,2.7624,2.278,0.033,
2429,Cu2O,2.7701,2.278,0.033,
2430,Cu2O,2.7778,2.278,0.033,
2431,Cu2O,2.7855,2.278,0.033,
2432,Cu2O,2.7933,2.278,0.033,
2433,Cu2O,2.8011,2.277,0.034,
2434,Cu2O,2.809,2.277,0.034,
2435,Cu2O,2.8169,2.277,0.035,
2436,Cu2O,2.8249,2.277,0.035,
2437,Cu2O,2.8329,2.277,0.036,
2438,Cu2O,2.8409,2.278,0.036,
2439,Cu2O,2.849,2.278,0.037,
2440,Cu2O,2.8571,2.278,0.037,
2441,Cu2O,2.8653,2.278,0.038,
2442,Cu2O,2.8736,2.279,0.038,
2443,Cu2O,2.8818,2.279,0.039,
2444,Cu2O,2.8902,2.28,0.039,
2445,Cu2O,2.8986,2.28,0.039,
2446,Cu2O,2.907,2.28,0.039,
2447,Cu2O,2.9155,2.28,0.04,
2448,Cu2O,2.924,2.281,0.04,
2449,Cu2O,2.9326,2.281,0.04,
2450,Cu2O,2.9412,2.281,0.04,
2451,Cu2O,2.9499,2.281,0.04,
2452,Cu2O,2.9586,2.281,0.041,
2453,Cu2O,2.9674,2.282,0.042,
2454,Cu2O,2.9762,2.283,0.042,
2455,Cu2O,2.9851,2.284,0.042,
2456,Cu2O,2.994,2.284,0.042,
2457,Cu2O,3.003,2.284,0.042,
2458,Cu2O,3.012,2.284,0.042,
2459,Cu2O,3.0211,2.285,0.043,
2460,Cu2O,3.0303,2.285,0.043,
2461,Cu2O,3.0395,2.286,0.043,
2462,Cu2O,3.0488,2.286,0.043,
2463,Cu2O,3.0581,2.286,0.043,
2464,Cu2O,3.0675,2.286,0.043,
2465,Cu2O,3.0769,2.286,0.044,
2466,Cu2O,3.0864,2.287,0.044,
2467,Cu2O,3.096,2.288,0.044,
2468,Cu2O,3.1056,2.288,0.044,
2469,Cu2O,3.1153,2.288,0.045,
2470,Cu2O,3.125,2.288,0.045,
2471,Cu2O,3.1348,2.289,0.045,
2472,Cu2O,3.1447,2.289,0.045,
2473,Cu2O,3.1546,2.29,0.045,
2474,Cu2O,3.1646,2.29,0.045,
2475,Cu2O,3.1746,2.291,0.046,
2476,Cu2O,3.1847,2.292,0.045,
2477,Cu2O,3.1949,2.292,0.045,
2478,Cu2O,3.2051,2.292,0.045,
2479,Cu2O,3.2154,2.292,0.045,
2480,Cu2O,3.2258,2.292,0.045,
2481,Cu2O,3.2362,2.293,0.045,
2482,Cu2O,3.268,2.294,0.046,
2483,Cu2O,3.268,2.294,0.046,
2484,Cu2O,3.268,2.293,0.046,
2485,Cu2O,3.268,2.293,0.046,
2486,Cu2O,3.2787,2.295,0.046,
2487,Cu2O,3.2895,2.295,0.046,
2488,Cu2O,3.3003,2.296,0.046,
2489,Cu2O,3.3113,2.296,0.046,
2490,Cu2O,3.3223,2.297,0.045,
2491,Cu2O,3.3223,2.297,0.046,
2492,Cu2O,3.3223,2.293,0.045,
2493,Cu2O,3.3223,2.293,0.046,
2494,Cu2O,3.3333,2.297,0.045,
2495,Cu2O,3.3445,2.297,0.045,
2496,Cu2O,3.3557,2.297,0.045,
2497,Cu2O,3.367,2.297,0.044,
2498,Cu2O,3.3784,2.297,0.045,
2499,Cu2O,3.3898,2.297,0.045,
2500,Cu2O,3.4014,2.297,0.045,
2501,Cu2O,3.413,2.298,0.045,
2502,Cu2O,3.4247,2.298,0.045,
2503,Cu2O,3.4364,2.298,0.045,
2504,Cu2O,3.4483,2.298,0.045,
2505,Cu2O,3.4602,2.298,0.046,
2506,Cu2O,3.4722,2.299,0.046,
2507,Cu2O,3.4843,2.299,0.046,
2508,Cu2O,3.4965,2.3,0.046,
2509,Cu2O,3.5088,2.3,0.046,
2510,Cu2O,3.5211,2.3,0.046,
2511,Cu2O,3.5336,2.301,0.046,
2512,Cu2O,3.5461,2.301,0.045,
2513,Cu2O,3.5587,2.301,0.045,
2514,Cu2O,3.5714,2.301,0.045,
2515,Cu2O,3.5842,2.302,0.045,
2516,Cu2O,3.5971,2.302,0.045,
2517,Cu2O,3.6101,2.302,0.045,
2518,Cu2O,3.6232,2.302,0.045,
2519,Cu2O,3.6364,2.302,0.045,
2520,Cu2O,3.6496,2.302,0.045,
2521,Cu2O,3.663,2.303,0.045,
2522,Cu2O,3.6765,2.303,0.045,
2523,Cu2O,3.69,2.303,0.045,
2524,Cu2O,3.7037,2.304,0.045,
2525,Cu2O,3.7175,2.304,0.045,
2526,Cu2O,3.7313,2.304,0.045,
2527,Cu2O,3.7453,2.305,0.043,
2528,Cu2O,3.7594,2.305,0.045,
2529,Cu2O,3.7736,2.305,0.044,
2530,Cu2O,3.7879,2.305,0.044,
2531,Cu2O,3.8023,2.305,0.044,
2532,Cu2O,3.8168,2.306,0.044,
2533,Cu2O,3.8314,2.306,0.044,
2534,Cu2O,3.8462,2.306,0.044,
2535,Cu2O,3.861,2.306,0.044,
2536,Cu2O,3.876,2.306,0.044,
2537,Cu2O,3.8911,2.306,0.043,
2538,Cu2O,3.9063,2.306,0.043,
2539,Cu2O,3.9216,2.306,0.043,
2540,Cu2O,3.937,2.307,0.043,
2541,Cu2O,3.9526,2.307,0.043,
2542,Cu2O,3.9683,2.307,0.043,
2543,Cu2O,3.9841,2.307,0.043,
2544,Cu2O,4.0,2.307,0.043,
2545,Cu2O,4.0161,2.307,0.043,
2546,Cu2O,4.0323,2.307,0.043,
2547,Cu2O,4.0486,2.307,0.043,
2548,Cu2O,4.065,2.307,0.044,
2549,Cu2O,4.0816,2.308,0.044,
2550,Cu2O,4.0984,2.308,0.043,
2551,Cu2O,4.1152,2.308,0.043,
2552,Cu2O,4.1322,2.308,0.043,
2553,Cu2O,4.1494,2.308,0.043,
2554,Cu2O,4.1667,2.309,0.043,
2555,Cu2O,4.1841,2.308,0.042,
2556,Cu2O,4.2017,2.308,0.043,
2557,Cu2O,4.2194,2.308,0.043,
2558,Cu2O,4.2373,2.308,0.043,
2559,Cu2O,4.2553,2.308,0.043,
2560,Cu2O,4.2735,2.309,0.043,
2561,Cu2O,4.2918,2.309,0.043,
2562,Cu2O,4.3103,2.309,0.043,
2563,Cu2O,4.329,2.309,0.043,
2564,Cu2O,4.3478,2.309,0.043,
2565,Cu2O,4.3668,2.309,0.042,
2566,Cu2O,4.386,2.309,0.042,
2567,Cu2O,4.4053,2.309,0.043,
2568,Cu2O,4.4248,2.31,0.043,
2569,Cu2O,4.4444,2.31,0.043,
2570,Cu2O,4.4643,2.31,0.042,
2571,Cu2O,4.4843,2.31,0.042,
2572,Cu2O,4.5045,2.31,0.042,
2573,Cu2O,4.5249,2.309,0.042,
2574,Cu2O,4.5455,2.31,0.042,
2575,Cu2O,4.5662,2.31,0.042,
2576,Cu2O,4.5872,2.31,0.042,
2577,Cu2O,4.6083,2.31,0.042,
2578,Cu2O,4.6296,2.309,0.042,
2579,Cu2O,4.6512,2.31,0.043,
2580,Cu2O,4.6729,2.31,0.043,
2581,Cu2O,4.6948,2.31,0.043,
2582,Cu2O,4.717,2.31,0.042,
2583,Cu2O,4.7393,2.31,0.042,
2584,Cu2O,4.7619,2.31,0.043,
2585,Cu2O,4.7847,2.31,0.043,
2586,Cu2O,4.8077,2.311,0.043,
2587,Cu2O,4.8309,2.311,0.043,
2588,Cu2O,4.8544,2.311,0.043,
2589,Cu2O,4.878,2.31,0.042,
2590,Cu2O,4.902,2.31,0.043,
2591,Cu2O,4.9261,2.31,0.043,
2592,Cu2O,4.9505,2.311,0.043,
2593,Cu2O,4.9751,2.31,0.043,
2594,Cu2O,5.0,2.31,0.044,
2595,Cu2O,5.0251,2.311,0.045,
2596,Cu2O,5.0505,2.312,0.045,
2597,Cu2O,5.0761,2.313,0.044,
2598,Cu2O,5.102,2.313,0.044,
2599,Cu2O,5.1282,2.313,0.044,
2600,Cu2O,5.1546,2.313,0.044,
2601,Cu2O,5.1813,2.314,0.044,
2602,Cu2O,5.2083,2.314,0.044,
2603,Cu2O,5.2356,2.314,0.043,
